,sentence_id,words,labels
6417,144,Titiqaqa,B-LOC
12675,1374,PUSAPUNA,O
4384,2200,Piluta,B-ORG
9640,776,.,O
4669,2254,Mama,B-ORG
607,68,faunapas,I-ORG
5657,2448,Qupaqhawanapi,I-ORG
1431,1620,Pachantin,I-ORG
10311,910,Wakupa,B-LOC
10232,895,(,O
11491,1137,Inka,I-PER
2426,1817,y,I-PER
11388,1117,pusapuna,O
5848,33,Hoeneß,I-PER
4219,2167,situwa,I-LOC
4207,2164,Aisén,B-LOC
4194,2161,2006,I-ORG
5576,2430,distritu,I-LOC
9410,727,),I-LOC
3401,2008,Carrasco,B-ORG
6526,165,wamaq,O
6374,138,distritu,I-LOC
6356,136,Madrid,I-ORG
10092,868,Tapukuq,B-ORG
9469,739,Sunturninpim,I-ORG
4558,2235,Carl,B-PER
9321,710,patu,I-LOC
7172,291,',O
7188,293,Antikuna,B-LOC
7700,385,),I-LOC
891,623,Yawar,B-ORG
8991,646,(,I-PER
10613,966,Chuqiyapu,I-LOC
1621,1656,Inlisya,B-ORG
3901,2107,suyu,I-ORG
2126,1753,sallqa,I-ORG
12899,1413,Kroos,I-PER
5193,2359,(,O
1604,1652,nycticorax,O
12234,1286,',O
5126,2346,Chakamarka,B-ORG
13493,1531,-,O
2042,1736,Hayt'ay,I-ORG
7754,396,Piluta,B-ORG
4017,2129,Piluta,B-ORG
334,1988,(,I-LOC
11490,1137,Pawllu,B-PER
651,146,Ismael,B-ORG
2388,1809,Mariano,B-PER
2194,1767,Kupa,I-ORG
3593,2048,FC,I-ORG
10785,997,kiti,I-LOC
7820,407,Bartolomé,B-PER
6067,77,Barca,I-PER
5285,2376,',O
12411,1319,Killapampa,B-LOC
2844,1894,pruwinsyaqa,O
3491,2028,Urquqa,I-LOC
9974,847,hígado,O
6359,137,毛澤東,O
800,434,Mar,I-PER
7256,306,San,B-LOC
2001,1727,.,O
9314,708,Fe,I-LOC
12754,1385,sallqa,I-ORG
13564,1547,**,O
1309,1401,Santiago,B-LOC
8154,476,Ikwadur,B-LOC
1351,1490,mama,I-ORG
11742,1187,pruwinsya,I-LOC
2501,1832,',O
13069,1447,1998,I-ORG
4119,2149,',O
13104,1456,.,O
12441,1325,Cáceres,I-PER
2574,1846,-,O
8881,622,mama,I-ORG
5516,2419,(,O
9202,685,.,O
13229,1481,.,O
6496,160,",",O
9248,695,Piluta,B-ORG
11981,1238,.,O
11350,1106,.,O
2697,1867,Garcíap,I-PER
1422,1619,ñawra,I-ORG
48,2343,Kaqkunata,I-ORG
10948,1028,3,O
4220,2167,killapi,I-LOC
9157,677,Buliwyap,B-ORG
4299,2183,Yachay,I-ORG
11915,1225,',O
416,2144,chuntu,I-ORG
693,212,),I-ORG
2458,1825,Piluta,B-ORG
1425,1619,.,O
10704,982,',O
9061,659,",",O
7738,392,Minh,I-LOC
9214,688,Pachantin,I-ORG
4968,2314,walla,I-ORG
7900,424,XI,I-PER
2138,1756,.,O
3008,1924,),O
11512,1141,Salinas,B-LOC
4112,2147,.,O
2763,1879,suyu,I-LOC
7622,373,suyukuna,I-ORG
11786,1196,/,O
12251,1288,crispus,O
9829,816,Sunturnin,I-ORG
1471,1628,walla,I-ORG
9260,697,19,O
12311,1300,PSV,B-ORG
6579,174,/,O
4398,2202,Tukuy,B-ORG
3135,1951,',O
1577,1647,Kupa,I-ORG
10080,864,Walther,B-PER
12113,1264,Hayt'ay,I-ORG
13484,1529,pruwinsya,I-LOC
8125,471,Bach,I-PER
12875,1406,Urupampa,B-LOC
9572,762,Qusqu,B-LOC
3776,2086,pruwinsya,I-LOC
9052,658,marka,I-LOC
12201,1281,Nilton,B-PER
104,1112,.,O
10501,946,colaboración,O
182,1722,Acacia,O
4688,2258,``,I-LOC
8016,448,Pawlu,B-PER
880,601,Katidral,O
6640,186,Brasil,B-LOC
4180,2159,Pedro,B-LOC
5234,2367,(,O
3032,1928,Martín,I-PER
13708,1576,Martín,I-PER
8060,456,mamallaqta,I-ORG
6037,73,Justus,B-PER
10132,874,Tantanakuy,I-ORG
12143,1271,',O
1632,1657,Ullantaytampu,B-LOC
13880,1611,mama,I-ORG
12476,1331,Lurigancho,I-LOC
1605,1652,',O
4386,2200,Pachantin,I-ORG
11238,1085,(,I-LOC
6997,258,'Mazama,O
12797,1393,Sunturnin,I-ORG
9704,791,',O
13710,1576,Porras,I-PER
10141,876,Aplaw,B-LOC
5449,2406,mamallaqta,I-ORG
7027,263,Yana,B-LOC
7678,382,Juan,B-ORG
10909,1021,',O
4922,2306,Hayt'ay,I-ORG
2087,1745,Kupa,I-ORG
4506,2224,',O
7186,293,Wallan,I-LOC
676,190,parkipi,I-ORG
8524,550,",",O
9414,728,'Ateles,O
4952,2311,Mamallaqtapura,B-ORG
4300,2183,Suntur,I-ORG
3823,2095,",",O
6431,149,PUSAPUNA,O
10656,974,Kunti,I-LOC
1747,1675,",",O
6189,102,.,O
6594,177,'Cuenca,O
1712,1670,parki,I-ORG
2076,1742,pacha,I-ORG
1527,1639,Mamallaqtap,I-ORG
10935,1026,Titiqaqa,B-LOC
3024,1927,",",O
9155,677,.,O
12808,1395,2014,I-ORG
5866,37,Simonsen,I-PER
5726,10,urqu,I-LOC
7361,324,",",O
2757,1878,.,O
10727,986,',I-LOC
6535,167,.,O
12506,1339,Ricardo,B-PER
9940,839,llaqtam,O
8013,447,.,O
11515,1141,),I-LOC
5149,2349,Agüero,I-PER
13539,1541,Yupanki,I-PER
1528,1639,Pachakutinapaq,I-ORG
7919,428,VIII,I-PER
9992,850,Yachay,I-ORG
5579,2430,),I-LOC
7391,329,von,I-PER
8618,567,),O
9620,772,(,I-LOC
342,1999,',O
1453,1625,',O
5690,3,Kutupaksi,B-ORG
6953,248,Kunturkunka,B-LOC
5798,23,materː,O
8923,630,.,O
1449,1625,.,O
9119,671,Tantanakuy,I-ORG
9836,818,sach'a-sach'a,I-LOC
11479,1134,.,O
2534,1839,',O
7901,424,',O
9032,653,.,O
9070,660,),O
11260,1091,Piluta,B-ORG
5979,61,Tunki,B-LOC
10633,970,.,O
11001,1039,',O
7940,430,Lariqaqa,B-LOC
13002,1432,',O
11493,1137,karqan,O
13808,1597,Binidiktu,B-PER
5819,27,Pachantin,I-ORG
7162,288,',O
11213,1081,llaqta,I-ORG
5300,2380,Chilipi,B-ORG
2635,1859,PUSAPUNA,O
12996,1432,Churuta,B-LOC
132,1622,wari,I-ORG
361,2033,',O
9639,776,',O
328,1977,Abad,I-ORG
6977,253,Yala,I-ORG
10344,916,paqarirqan,O
1380,1557,Uwuy,B-ORG
13756,1586,.,O
8359,518,del,O
11381,1115,hanaq,O
8079,461,flora,I-ORG
12949,1424,Nasa,I-LOC
2343,1798,Amaru,I-PER
1958,1719,Kay,O
4169,2157,.,O
8987,644,Kayampi,B-LOC
10261,898,Sucre,I-PER
11609,1162,CA,B-ORG
4457,2214,Piluta,B-ORG
9614,771,Fujimori,I-PER
5763,18,",",O
9336,714,de,I-PER
8955,637,Mana,B-ORG
8777,600,Achachilla,I-ORG
7984,440,Chilipi,B-ORG
2505,1834,Manuel,B-PER
10635,971,pruwinsya,I-LOC
12354,1309,PUSAPUNA,O
6657,189,),O
9250,695,Pachantin,I-ORG
7817,406,Pachantin,I-ORG
11357,1108,'Agelaius,O
5817,27,Piluta,B-ORG
9980,849,.,O
6559,170,Tlaxcala,B-ORG
8644,573,',O
755,346,1930,I-ORG
315,1955,sipiyaraqan,O
13139,1464,de,O
2650,1861,Jean-Philippe,B-PER
10754,992,kaynin,I-ORG
214,1777,Özil,I-PER
12111,1263,.,O
2136,1756,Abe,I-PER
532,2377,.,O
3938,2114,pruwinsya,I-LOC
4754,2270,.,O
4663,2253,Llaqtap,I-ORG
8712,586,parki,I-ORG
7496,349,-,O
11699,1181,kaynin,I-ORG
7112,278,Milan,I-ORG
11267,1092,Johan,B-PER
5474,2412,Qhuyakunap,B-ORG
10649,972,2002,I-ORG
4432,2209,Juan,B-PER
1509,1636,Qhichwa,B-ORG
11497,1138,Chata,I-LOC
746,323,.,O
7254,305,Umalliqmi,O
9379,721,Agostini,I-ORG
1886,1704,Kupa,I-ORG
6077,80,(,O
11356,1108,Ch'anka,B-LOC
2422,1817,pusapuna,O
77,667,PUSAPUNA,O
10672,976,',O
4412,2205,rikusqa,O
10498,944,Humboldt,I-PER
11330,1104,icha,O
10269,900,Ramón,B-PER
2222,1773,sach'a-sach'a,I-LOC
3637,2056,Amachanapaq,I-ORG
3666,2062,Piluta,B-ORG
5811,26,',O
6290,120,),O
9097,666,",",O
8491,544,',O
9368,719,distritu,I-LOC
2050,1737,wari,I-ORG
3404,2008,parki,I-ORG
12308,1299,.,O
73,556,Hayt'ay,I-ORG
5021,2324,de,I-PER
825,490,PUSAPUNA,O
7976,438,Sucre,I-PER
4416,2206,.,O
2727,1872,suyu,I-LOC
5908,47,",",O
4081,2141,suyu,I-LOC
13601,1554,kitiqa,O
5921,49,Iulius,I-PER
649,135,parki,I-ORG
6598,178,',O
8108,466,.,O
13274,1489,Haya,I-PER
1212,1212,'Fulica,O
8992,646,Pepe,I-PER
5780,20,Rómulo,B-PER
9819,815,qucha,I-ORG
13230,1481,',O
5038,2327,Lizardo,B-PER
7912,427,Hayt'ay,I-ORG
4528,2228,Kaa,B-ORG
12006,1242,.,O
4044,2135,',I-LOC
10055,863,San,I-ORG
7845,413,Moyano,I-PER
4757,2271,(,O
5049,2329,',O
25,1899,panakan,O
10323,913,Antapampa,B-LOC
11575,1154,Isabel,I-LOC
8619,567,',O
8949,636,PUSAPUNA,O
7674,381,Belisario,B-LOC
6934,243,Rurrenabaque,B-LOC
4838,2289,Kupa,I-ORG
7081,274,sp,O
7558,360,wari,I-ORG
12792,1393,Llaqtap,I-ORG
3276,1982,',O
3872,2102,(,O
3390,2006,.,O
6991,256,Piruw,B-ORG
3058,1934,willakuy,I-PER
7330,319,Buliwya,B-LOC
2366,1804,Chimpurasu,I-LOC
9701,789,',I-LOC
6889,236,parki,I-ORG
6288,120,Año,O
657,146,Wakichikunankupaq,I-ORG
12915,1416,Chilu,B-ORG
10211,891,suyup,I-ORG
13137,1464,-,O
13152,1465,),I-ORG
13611,1555,.,O
12502,1338,Galeras,I-ORG
13218,1477,),I-LOC
13667,1566,Pasqu,B-LOC
4928,2307,aya,I-ORG
9741,799,',O
6113,87,",",O
7399,331,machin,I-LOC
13610,1555,llaqtam,O
12859,1405,Santo,B-LOC
7551,359,Huwan,B-PER
10020,854,wat'a,I-LOC
9882,827,Pawlu,I-LOC
10914,1021,.,O
5262,2373,Nurwiga,B-LOC
909,656,Piluta,B-ORG
9596,766,yawar,I-LOC
11314,1101,),I-LOC
11222,1082,.,O
1978,1723,1826-1890,O
932,701,suyu,I-LOC
1974,1721,.,O
7001,259,Santu,B-LOC
10471,938,),O
13878,1610,.,O
5014,2323,Bayern,B-ORG
4700,2260,7,O
4280,2179,llaqtam,O
2934,1910,Isiboro,B-ORG
10796,1002,pusapuna,O
225,1800,Hayt'ay,I-ORG
10445,933,runakunap,I-ORG
1030,912,Piluta,B-ORG
1071,989,",",O
8832,611,de,I-PER
2556,1842,Zhelyu,B-PER
2470,1827,',O
10822,1005,),O
8928,631,(,O
11824,1204,),O
4924,2306,Kupa,I-ORG
10440,932,",",O
5028,2325,Pachantin,I-ORG
5745,14,Buliwya,I-LOC
11163,1073,Li,B-PER
12378,1314,Wankasanku,B-LOC
13411,1517,Kapachika,B-ORG
8370,519,chinkaykurqan,O
9675,784,",",I-PER
11309,1101,REDIRECCIÓN,O
5010,2322,Benavides,I-PER
8868,620,María,B-PER
5703,5,',O
3561,2041,Pachakutiq,B-PER
2492,1831,(,O
10475,939,Suntur,I-ORG
1116,1056,Fernando,B-PER
1125,1067,.,O
243,1833,/,O
12921,1417,Independencia,B-LOC
3839,2096,Pasqu,B-LOC
10329,914,q'inti,I-LOC
12633,1365,',O
10033,858,Borja,I-LOC
10334,914,),O
2958,1915,Torres,B-ORG
7848,414,Carlos,B-LOC
6583,175,Andrés,B-PER
3349,1997,kachi,I-LOC
9867,824,(,O
12963,1426,karqan,O
12670,1373,',O
8297,505,),O
4363,2195,runakunap,I-ORG
7959,435,(,O
282,1888,oboe,O
3985,2124,Abad,I-ORG
202,1755,(,O
10923,1024,Waylas,B-LOC
4402,2203,Qhapaq,B-LOC
6173,98,Lev,B-PER
7104,277,Kashamarka,B-LOC
10096,868,'Pronombres,O
10758,993,',O
6258,115,pruwinsya,I-LOC
13419,1518,),O
633,113,",",O
13501,1533,Piluta,B-ORG
7019,262,.,O
7548,358,.,O
7577,364,1994,I-ORG
7464,342,rikchasapa,I-PER
10360,919,Centro,B-ORG
9883,827,(,I-LOC
11080,1055,4,O
10578,960,Napu,I-ORG
7237,302,",",O
1194,1168,marka,I-LOC
4193,2161,Kupa,I-ORG
13348,1505,Piruw,B-ORG
4553,2234,Toribio,B-PER
6353,136,.,O
12451,1327,parki,I-ORG
7819,406,1986,I-ORG
5418,2402,',O
11028,1043,),O
11703,1183,Sarrià,B-LOC
11295,1097,rakiy,I-LOC
1490,1632,John,B-PER
9835,818,Amarumayu,B-LOC
9039,655,Juan,B-PER
3796,2090,llaqta,I-ORG
1077,989,van,I-PER
368,2044,',O
2518,1836,1998,I-ORG
8103,466,José,B-PER
11708,1184,',O
4658,2252,Wanuku,I-LOC
11183,1076,da,I-PER
13067,1447,Pachantin,I-ORG
823,479,hanaq,O
699,224,Pizarro,I-PER
13117,1459,llaqta,I-LOC
1503,1635,',O
9529,752,III,I-PER
1379,1557,**,O
6907,239,5.5,O
3026,1927,Humala,I-PER
3425,2014,',O
12133,1269,'Phleocryptes,O
9286,703,(,O
13673,1567,willkachasqa,I-ORG
8420,529,Sunturnin,I-ORG
9703,791,.,O
7670,380,Ronald,B-PER
3490,2028,Chawpi,B-LOC
12737,1383,Yachay,I-ORG
2472,1827,Walker,I-PER
11256,1090,Ayllukuna,I-ORG
10666,976,ukuchakuna,I-LOC
2259,1780,",",O
7015,261,kaq,O
252,1833,tomentosa,O
11216,1082,',O
11852,1209,Del,I-PER
8736,591,",",O
9084,663,kaynin,I-ORG
9047,657,Luis,I-PER
3737,2079,llaqtanqa,I-LOC
9082,663,runakunap,I-ORG
1598,1651,Figo,I-PER
8674,580,Anqash,B-LOC
13257,1486,Puyewe,B-ORG
11783,1196,'Phoenicopterus,O
3365,2001,Román,I-PER
5023,2324,Mar,I-PER
10294,906,Joanne,B-PER
2796,1884,Mar,I-PER
3416,2013,Paryawanka,B-LOC
8024,449,',O
2946,1913,.,O
6675,193,1998,I-ORG
11128,1065,jamesi,O
5606,2437,Woody,B-PER
7952,433,Romanzen,O
57,112,parki,I-ORG
12746,1384,',O
8482,542,'Pecari,O
8756,595,R.,I-PER
9293,704,llaqta,I-ORG
5077,2335,Víctor,B-PER
2063,1739,Castilla,I-PER
11698,1181,qhapaq,I-ORG
9017,651,.,O
5498,2416,1911-1969,O
4116,2148,Saquisilí,O
2370,1805,'Phoenicopterus,O
13742,1583,',O
2276,1783,Umalliqmi,O
11023,1043,Kuntur,B-LOC
9697,788,ñiqin,I-PER
7847,413,.,O
6886,236,Agostini,I-ORG
6234,109,Yakuma,B-LOC
11753,1189,parkipi,I-ORG
13217,1477,Kashamarka,I-LOC
4113,2148,Sakisili,B-LOC
13375,1510,Lima,B-LOC
3184,1961,2003-2005,O
11814,1203,Allpapura,B-LOC
41,2232,Bush,I-PER
12035,1249,Suntur,I-ORG
12127,1266,.,O
5755,17,REDIRECCIÓN,O
1729,1672,Madrigal,B-LOC
6414,144,Qhapaq,I-LOC
4683,2257,Pachantin,I-ORG
9850,820,1982,I-ORG
8500,546,',O
3758,2083,mama,I-ORG
10655,974,Buliwyap,B-LOC
8477,541,Guerra,I-PER
10240,895,m,O
9784,808,',O
1764,1680,thula,O
4809,2283,PUSAPUNA,O
10676,977,Madison,I-PER
3537,2037,pusapuna,O
8387,524,PUSAPUNA,O
5969,59,(,O
2016,1729,suyu,I-ORG
13440,1522,',O
5186,2358,',O
93,889,.,O
6750,209,distritu,I-LOC
1644,1659,.,O
6766,211,.,O
12868,1406,",",O
13190,1473,Yachachiqkunaq,I-ORG
7200,294,Philologe,O
1133,1078,Santa,B-LOC
3411,2012,Morelos,I-PER
772,390,Chilipi,B-ORG
7406,332,Yachay,I-ORG
12592,1358,(,O
12033,1249,Kathuliku,I-ORG
6347,134,.,O
12717,1380,),I-LOC
2622,1856,suyukuna,I-ORG
13370,1509,Sach'amayu,I-LOC
1987,1725,Qullqa,B-LOC
6521,164,Hartford,B-LOC
8666,577,London,B-LOC
3153,1954,Bernardo,I-PER
397,2099,Q'ara,I-LOC
6053,75,",",O
2943,1912,),I-LOC
9112,670,Yachay,I-ORG
2236,1776,Kampana,B-ORG
13414,1518,achuqalla,I-LOC
6207,106,===,O
11477,1134,-,O
12661,1371,August,I-PER
1765,1680,',O
4812,2283,mamallaqta,I-ORG
3216,1969,.,O
4622,2246,pinchaque,O
2220,1773,paykuna,O
9192,684,urqu,I-LOC
1689,1665,munisipyu,I-LOC
4787,2278,Pardo,I-PER
10403,925,(,O
10982,1035,paniscus,O
9765,804,mama,I-ORG
2749,1876,der,I-PER
3138,1951,',O
11964,1233,Pachantin,I-ORG
9547,755,llaqta,I-ORG
9622,772,),I-LOC
9912,832,.,O
8494,544,',O
2513,1835,Ikwadur,B-LOC
13453,1525,Hayt'ay,I-ORG
2462,1825,1998,I-ORG
13726,1580,Luritu,B-LOC
13526,1539,-,O
12613,1362,.,O
1836,1694,amachasqa,I-ORG
12636,1365,',O
6387,140,Parvanov,I-PER
12840,1400,distritu,I-LOC
3048,1931,parki,I-LOC
7986,440,sallqa,I-ORG
160,1689,Lista,B-LOC
8088,462,1990,I-ORG
8997,647,Rimana,I-ORG
1626,1656,de,O
6868,231,mama,I-ORG
9957,843,Giuseppe,B-PER
9362,719,suyu,I-LOC
4545,2230,lagotricha,O
3091,1940,Antikuna,B-LOC
7914,427,Kupa,I-ORG
5813,26,Falco,O
11158,1072,mama,I-ORG
3556,2040,Xianfan,I-PER
12885,1408,),O
4322,2187,Wanuku,B-LOC
11782,1196,Jututu,B-LOC
8636,572,-,O
640,124,.,O
3371,2002,walla,I-ORG
3886,2104,Yachay,I-ORG
2606,1852,.,O
6115,87,pruwinsya,I-LOC
1153,1100,Fujimori,I-PER
3585,2047,Piluta,B-ORG
5303,2380,suyukuna,I-ORG
6769,213,Pachantin,I-ORG
3421,2014,.,O
12695,1377,Willibald,I-PER
3198,1965,PUSAPUNA,O
12112,1264,Piluta,B-ORG
11298,1097,),I-LOC
1181,1146,willakuy,I-PER
7150,286,Pachantin,I-ORG
4831,2287,Ichhu,B-LOC
5233,2367,wiqi,I-LOC
11532,1144,8,O
8066,459,.,O
10230,894,.,O
3989,2125,(,O
3818,2094,Pawllu,B-PER
8796,605,Hayt'ay,I-ORG
13886,1613,FC,I-ORG
636,113,",",O
2384,1808,llaqta,I-ORG
6263,116,pusapuna,O
279,1888,",",O
13034,1439,andinus,O
6491,160,Kashamarka,B-LOC
11547,1148,Iliescu,I-PER
7020,262,',O
7132,282,.,O
2797,1884,',O
1820,1691,',O
7225,300,Fray,B-ORG
1143,1089,distritu,I-LOC
5950,55,Trujillopiqa,O
5133,2347,Pardo,I-PER
1294,1368,',O
2552,1841,Yachay,I-ORG
12779,1391,.,O
6708,200,',O
11443,1127,.,O
6058,76,Piluta,B-ORG
7381,328,Puru-puru,B-LOC
913,656,1990,I-ORG
12791,1393,Mama,B-ORG
10291,905,Martín,I-PER
2840,1893,Watimala,B-LOC
12267,1292,Ikwadur,I-LOC
120,1445,(,I-LOC
2435,1819,walla,I-LOC
1586,1649,Siwis,B-LOC
4133,2150,),O
4513,2225,Fantasiestücke,O
111,1223,2014,I-ORG
13113,1458,2002,I-ORG
3655,2060,',O
5991,63,Huwan,B-PER
3226,1971,',O
7137,283,',O
1244,1279,PUSAPUNA,O
7230,300,llaqta,I-ORG
2581,1847,.,O
10940,1027,',O
1253,1290,Haplochelidon,O
3619,2053,Calderón,I-PER
7148,286,Piluta,B-ORG
11647,1170,Hayt'ay,I-ORG
10124,873,Hayt'ay,I-ORG
13687,1571,kiti,I-LOC
12447,1326,Ripuwlika,I-LOC
13890,1614,Alonso,I-PER
11112,1062,wari,I-ORG
4289,2181,Santo,I-PER
5125,2345,',O
1726,1672,Lari,B-LOC
4442,2212,",",O
7953,433,',O
8227,493,Presley,I-PER
3836,2095,",",O
3444,2018,PUSAPUNA,O
4727,2265,Hayt'ay,I-ORG
7209,296,Amirika,I-LOC
1721,1671,(,O
12170,1275,',O
4099,2145,河北,O
13056,1443,waqar,I-LOC
10102,869,Kaká,B-PER
2129,1754,Rikch'arimuy,I-ORG
848,523,Bolívar,I-PER
10363,919,Educação,I-ORG
1394,1568,Anqash,B-LOC
6622,183,(,O
5643,2446,Kirirya,B-LOC
12069,1256,',O
679,201,reqsichisqan,O
5154,2350,',O
11224,1083,Federal,I-ORG
6585,175,-,O
3811,2093,',O
13249,1484,Kupa,I-ORG
12580,1354,.,O
6178,99,Disney,I-PER
10236,895,",",O
3899,2107,walla,I-ORG
11543,1147,Suntur,I-ORG
10304,908,Kuyu,B-LOC
13024,1438,Ayakuchu,B-LOC
448,2221,Piluta,B-ORG
207,1766,Kamasqa,O
13676,1569,Atawallpa,B-PER
6700,198,mama,I-ORG
9939,839,Juneau,B-LOC
5672,2450,llaqtamanta,O
4750,2270,Remigio,B-PER
7908,426,mama,I-ORG
12142,1271,.,O
2980,1919,PUSAPUNA,O
11600,1160,qillqa,I-LOC
10353,918,Mama,B-ORG
6869,231,llaqta,I-ORG
13003,1433,Piluta,B-ORG
5195,2359,didactylus,O
7595,367,(,O
13796,1595,Hayt'ay,I-ORG
9927,837,mama,I-ORG
8789,604,Wilhelm,B-PER
7858,416,Hayt'ay,I-ORG
4067,2139,Kay,O
1266,1312,(,O
2848,1894,.,O
9051,658,Bolívar,B-LOC
11955,1232,.,O
6946,247,.,O
7377,327,',O
12838,1400,Santa,B-LOC
2019,1730,parki,I-LOC
11150,1070,Wankawillka,I-LOC
7292,313,),I-ORG
7667,378,pruwinsya,I-LOC
8960,638,mama,I-ORG
5473,2412,pusapuna,O
10965,1031,Kupa,I-ORG
6653,189,Santos,I-PER
7773,398,',O
1585,1648,),O
13497,1532,basilikan,I-ORG
11591,1158,(,I-PER
3987,2124,Sunturnin,I-ORG
1052,956,Eda,B-PER
4533,2229,/,O
8390,524,suyu,I-LOC
11957,1232,1,O
3049,1932,Kuntur,B-LOC
10792,999,Chakamarka,B-ORG
12241,1287,Luis,I-LOC
11374,1114,mamallaqta,I-ORG
6022,70,qucha,I-LOC
5696,4,Hamut'ana,I-ORG
8958,637,====,O
1746,1675,pruwinsya,I-LOC
337,1999,.,O
1008,856,puma,I-LOC
9198,685,',O
7147,285,2006,I-ORG
8814,608,Hayt'ay,I-ORG
2074,1742,Apulupampa,B-ORG
6257,115,Chávez,I-LOC
3928,2113,.,O
9688,786,chupa,I-LOC
3065,1936,.,O
4993,2318,parki,I-ORG
13860,1607,1844-1918,O
3507,2030,",",O
4894,2300,Caluromys,O
9395,725,Mejía,B-LOC
9090,665,Manglares,I-LOC
7877,420,Yala,I-ORG
2791,1884,.,O
2621,1856,sallqa,I-ORG
13766,1588,parki,I-ORG
10099,868,),O
3615,2052,amachasqa,I-ORG
6481,158,llaqta,I-LOC
1962,1719,sutichasqa,O
9787,809,sach'a,I-LOC
3857,2098,Kupa,I-ORG
9271,699,.,O
7739,392,llaqta,I-LOC
9215,688,Kupa,I-ORG
7726,388,",",O
9016,650,',O
4060,2137,),O
13154,1466,wiru,I-LOC
4608,2243,Miguel,B-PER
9394,724,.,O
3942,2115,Suntur,B-ORG
5181,2357,qiwlla,I-LOC
11885,1216,parki,I-ORG
6843,227,'Ateles,O
9113,670,Sunturnin,I-ORG
8883,622,parki,I-ORG
7892,422,Amboró,B-ORG
1455,1626,Piluta,B-ORG
7005,259,Chumpiwillka,I-LOC
5012,2322,.,O
11304,1099,(,O
7342,321,Chunwa,B-LOC
3978,2123,Asway,I-LOC
2987,1920,'Ascensión,O
10645,972,Piluta,B-ORG
2026,1732,Phiruru,B-ORG
9881,827,San,B-LOC
6904,238,",",O
1600,1651,.,O
13029,1438,",",O
9420,729,',O
3341,1995,Kupa,I-ORG
6672,193,Hayt'ay,I-ORG
4433,2209,Manuel,I-PER
11690,1180,.,O
10780,997,San,B-LOC
798,434,de,I-PER
5616,2440,.,O
5230,2365,Kupa,I-ORG
4108,2147,',O
13231,1481,José,B-PER
9897,830,Esmeraldas,B-LOC
13310,1497,Piluta,B-ORG
3629,2054,),O
3672,2063,Dvořák,B-PER
1412,1612,Carl,B-PER
11225,1083,de,I-ORG
6381,139,",",O
13012,1435,San,I-PER
7047,266,llaqta,I-ORG
6284,120,Achkiy,B-ORG
1674,1663,.,O
11980,1237,',O
5066,2331,.,O
10863,1014,',O
5393,2395,Antikuna,B-LOC
9010,650,Uwuy,B-ORG
3551,2039,II,I-PER
7910,426,parki,I-ORG
2211,1771,k'illichu,I-LOC
2167,1761,',O
13171,1470,),I-ORG
9390,724,',O
10986,1036,'Vultur,O
11032,1044,K,I-LOC
4320,2187,suyu,I-LOC
13522,1538,Manuel,B-PER
9555,758,Hayt'ay,I-ORG
4865,2294,Mao,B-PER
1562,1645,nisqatam,O
5485,2413,.,O
10751,992,Tukuy,B-ORG
9606,769,1994,I-ORG
3462,2021,Ronaldo,I-PER
2497,1832,Kuntur,B-LOC
7058,270,Tukuy,B-ORG
1558,1645,Chikichasqa,B-ORG
9794,809,',O
8505,547,Violoncello,O
12556,1350,Pastasa,B-LOC
6216,106,willakuykuna,O
12596,1358,',O
11342,1105,Pachantin,I-ORG
11551,1149,de,I-PER
1226,1246,黄現璠,O
11701,1182,von,I-PER
11476,1134,Silveira,I-PER
2608,1853,Awya,B-LOC
11029,1043,',O
126,1556,Annan,I-PER
3519,2032,Kupa,I-ORG
11735,1187,suyu,I-LOC
1959,1719,llaqtaqa,O
9919,835,parki,I-ORG
3020,1926,Wasi,I-ORG
1709,1670,Hornopirén,B-ORG
13820,1599,Colletia,O
2418,1816,PUSAPUNA,O
285,1900,mama,I-LOC
9402,726,Atawallpatas,B-PER
1438,1621,1994,I-ORG
7629,374,.,O
5686,2453,Hayt'ay,I-ORG
13048,1441,',O
10980,1035,makisapa,I-LOC
171,1700,munisipyu,I-LOC
8739,592,Uma,B-LOC
6711,200,.,O
4602,2242,R.,I-PER
5604,2436,femoralis,O
10715,984,.,O
12708,1378,PUSAPUNA,O
3514,2031,Kupa,I-ORG
10616,966,Buliwya,I-LOC
6599,178,Manuel,B-PER
250,1833,(,O
9011,650,pinkuyllu,I-ORG
7170,289,.,O
2089,1746,.,O
4144,2152,',O
3970,2120,Pakaya-Samirya,B-LOC
10322,913,REDIRECCIÓN,O
12822,1398,',O
6184,102,.,O
5731,11,José,B-PER
8804,606,de,I-PER
8235,495,Mejor,O
2114,1751,Qhichwa,B-ORG
2200,1769,Piluta,B-ORG
2157,1760,qhapaq,I-ORG
4768,2274,.,O
881,601,",",O
11073,1054,Chururu,B-LOC
7695,385,San,B-LOC
12824,1399,Piluta,B-ORG
11160,1072,parki,I-ORG
6180,100,Djorkaeff,I-PER
10606,965,Alonso,I-PER
7182,292,Paqaqi,I-ORG
13432,1520,Siwas,I-LOC
10615,966,",",I-LOC
10612,966,",",I-LOC
1337,1457,",",O
3771,2085,parki,I-ORG
12904,1414,Pérez,I-ORG
959,745,Hayt'ay,I-ORG
200,1755,allqu,I-LOC
5341,2386,pusapuna,O
9317,709,mama,I-ORG
1807,1688,jirka,I-LOC
567,2443,de,I-PER
9329,713,Rinri,B-ORG
